"Beach Name","Sampling Date (DD/MM/YYYY)","E. coli count per 100mL on the sampling date"
"Stanley Main Beach","06/02/2012","2"
"Deep Water Bay Beach","06/02/2012","3"
"Golden Beach","07/02/2012","16"
"Kiu Tsui (New)","08/02/2012","22"
"Hap Mun Bay Beach","08/02/2012","1"
"Silverstrand Beach","08/02/2012","12"
"Clear Water Bay Second Beach","08/02/2012","12"
"Trio Beach ","08/02/2012","1"
"Clear Water Bay First Beach","08/02/2012","2"
"Kiu Tsui Beach","08/02/2012","2"
"Tong Fuk Beach","09/02/2012","4"
"Pui O Beach","09/02/2012","42"
"Upper Cheung Sha Beach","09/02/2012","2"
"Cheung Chau Tung Wan Beach ","09/02/2012","71"
"Lower Cheung Sha Beach","09/02/2012","17"
"Silver Mine Bay Beach","09/02/2012","240"
"Kwun Yam Beach","09/02/2012","24"
"Big Wave Bay Beach","13/02/2012","3"
"Rocky Bay Beach","13/02/2012","110"
"Turtle Cove Beach","13/02/2012","1"
"Hairpin Beach","13/02/2012","1"
"Stanley Main Beach","13/02/2012","7"
"Shek O Beach","13/02/2012","1"
"Golden Beach","13/02/2012","11"
"South Bay Beach","14/02/2012","7"
"Chung Hom Kok Beach","14/02/2012","6"
"Middle Bay Beach","14/02/2012","20"
"St. Stephen's Beach","14/02/2012","1"
"Repulse Bay Beach","14/02/2012","29"
"Deep Water Bay Beach","14/02/2012","4"
"Clear Water Bay Second Beach","15/02/2012","7"
"Silverstrand Beach","15/02/2012","6"
"Gemini Beaches","16/02/2012","8"
"Approach Beach","16/02/2012","180"
"Lido Beach","16/02/2012","200"
"Hoi Mei Wan Beach","16/02/2012","100"
"Anglers' Beach ","16/02/2012","7"
"Ting Kau Beach","16/02/2012","278"
"Casam Beach","16/02/2012","78"
"Tai Po Lung Mei Beach","17/02/2012","3973"
"Clear Water Bay Second Beach","20/02/2012","2"
"Silverstrand Beach","20/02/2012","38"
"Golden Beach","21/02/2012","47"
"Kadoorie Beach","21/02/2012","67"
"Castle Peak Beach","21/02/2012","97"
"Cafeteria New Beach","21/02/2012","43"
"Ma Wan Tung Wan Beach","21/02/2012","16"
"Butterfly Beach","21/02/2012","37"
"Cafeteria Old Beach","21/02/2012","43"
"Stanley Main Beach","22/02/2012","11"
"Big Wave Bay Beach","22/02/2012","12"
"Middle Bay Beach","22/02/2012","6"
"Deep Water Bay Beach","22/02/2012","1"
"Repulse Bay Beach","22/02/2012","6"
"Lo So Shing Beach","24/02/2012","1"
"Hung Shing Yeh Beach","24/02/2012","1"
"Silverstrand Beach","27/02/2012","34"
"Clear Water Bay Second Beach","27/02/2012","1"
"Stanley Main Beach","28/02/2012","420"
"Middle Bay Beach","28/02/2012","88"
"Repulse Bay Beach","28/02/2012","1"
"Deep Water Bay Beach","28/02/2012","104"
"Big Wave Bay Beach","29/02/2012","16"
"Golden Beach","29/02/2012","11"
"Kwun Yam Beach","01/03/2012","8"
"Lower Cheung Sha Beach","01/03/2012","7"
"Silver Mine Bay Beach","01/03/2012","15"
"Pui O Beach","01/03/2012","10"
"Tong Fuk Beach","01/03/2012","2"
"Upper Cheung Sha Beach","01/03/2012","4"
"Cheung Chau Tung Wan Beach ","01/03/2012","2"
"Tai Po Lung Mei Beach","02/03/2012","2540"
"Discovery Bay","02/03/2012","2"
"Kiu Tsui (New)","05/03/2012","21"
"Silverstrand Beach","05/03/2012","5"
"Clear Water Bay Second Beach","05/03/2012","310"
"Clear Water Bay First Beach","05/03/2012","3"
"Kiu Tsui Beach","05/03/2012","1"
"Trio Beach ","05/03/2012","9"
"Hap Mun Bay Beach","05/03/2012","1"
"Repulse Bay Beach","06/03/2012","24"
"Chung Hom Kok Beach","06/03/2012","6"
"Middle Bay Beach","06/03/2012","1"
"Lo So Shing Beach","06/03/2012","1"
"St. Stephen's Beach","06/03/2012","2"
"Deep Water Bay Beach","06/03/2012","1"
"South Bay Beach","06/03/2012","2"
"Golden Beach","07/03/2012","63"
"Cafeteria Old Beach","07/03/2012","58"
"Castle Peak Beach","07/03/2012","27"
"Turtle Cove Beach","07/03/2012","58"
"Stanley Main Beach","07/03/2012","218"
"Hung Shing Yeh Beach","07/03/2012","1"
"Rocky Bay Beach","07/03/2012","95"
"Shek O Beach","07/03/2012","56"
"Hairpin Beach","07/03/2012","3"
"Ma Wan Tung Wan Beach","07/03/2012","29"
"Cafeteria New Beach","07/03/2012","46"
"Kadoorie Beach","07/03/2012","600"
"Butterfly Beach","07/03/2012","20"
"Big Wave Bay Beach","07/03/2012","26"
"Ting Kau Beach","08/03/2012","166"
"Casam Beach","08/03/2012","33"
"Gemini Beaches","08/03/2012","30"
"Lido Beach","08/03/2012","34"
"Anglers' Beach ","08/03/2012","46"
"Hoi Mei Wan Beach","08/03/2012","69"
"Approach Beach","08/03/2012","159"
"Discovery Bay","08/03/2012","60"
"Kwun Yam Beach","09/03/2012","140"
"Cheung Chau Tung Wan Beach ","09/03/2012","240"
"Lower Cheung Sha Beach","09/03/2012","10"
"Pui O Beach","09/03/2012","10"
"Tong Fuk Beach","09/03/2012","6"
"Upper Cheung Sha Beach","09/03/2012","6"
"Silver Mine Bay Beach","09/03/2012","14"
"Stanley Main Beach","12/03/2012","380"
"Golden Beach","12/03/2012","180"
"Cafeteria Old Beach","12/03/2012","93"
"Castle Peak Beach","12/03/2012","80"
"Shek O Beach","12/03/2012","169"
"Hairpin Beach","12/03/2012","5000"
"Butterfly Beach","12/03/2012","160"
"Rocky Bay Beach","12/03/2012","130"
"Big Wave Bay Beach","12/03/2012","87"
"Turtle Cove Beach","12/03/2012","150"
"Ma Wan Tung Wan Beach","12/03/2012","53"
"Cafeteria New Beach","12/03/2012","90"
"Kadoorie Beach","12/03/2012","120"
"Lo So Shing Beach","12/03/2012","52"
"Silverstrand Beach","13/03/2012","37"
"Tai Po Lung Mei Beach","13/03/2012","5789"
"Kiu Tsui Beach","13/03/2012","41"
"Clear Water Bay First Beach","13/03/2012","10"
"Clear Water Bay Second Beach","13/03/2012","4"
"Kiu Tsui (New)","13/03/2012","97"
"Trio Beach ","13/03/2012","23"
"Hap Mun Bay Beach","13/03/2012","1"
"Repulse Bay Beach","14/03/2012","2"
"South Bay Beach","14/03/2012","14"
"Deep Water Bay Beach","14/03/2012","1"
"Middle Bay Beach","14/03/2012","1"
"St. Stephen's Beach","14/03/2012","1"
"Chung Hom Kok Beach","14/03/2012","1"
"Hung Shing Yeh Beach","15/03/2012","2"
"Upper Cheung Sha Beach","15/03/2012","2"
"Lower Cheung Sha Beach","15/03/2012","13"
"Silver Mine Bay Beach","15/03/2012","890"
"Tong Fuk Beach","15/03/2012","4"
"Pui O Beach","15/03/2012","26"
"Discovery Bay","16/03/2012","7"
"Ting Kau Beach","16/03/2012","47"
"Gemini Beaches","16/03/2012","14"
"Anglers' Beach ","16/03/2012","8"
"Approach Beach","16/03/2012","49"
"Lido Beach","16/03/2012","9"
"Casam Beach","16/03/2012","18"
"Hoi Mei Wan Beach","16/03/2012","32"
"South Bay Beach","19/03/2012","6"
"Chung Hom Kok Beach","19/03/2012","30"
"Kwun Yam Beach","19/03/2012","2"
"Cheung Chau Tung Wan Beach ","19/03/2012","7"
"Deep Water Bay Beach","19/03/2012","2"
"Repulse Bay Beach","19/03/2012","14"
"Middle Bay Beach","19/03/2012","6"
"St. Stephen's Beach","19/03/2012","1"
"Lo So Shing Beach","19/03/2012","1"
"Cafeteria Old Beach","20/03/2012","24"
"Castle Peak Beach","20/03/2012","72"
"Big Wave Bay Beach","20/03/2012","6"
"Shek O Beach","20/03/2012","12"
"Stanley Main Beach","20/03/2012","3"
"Golden Beach","20/03/2012","18"
"Butterfly Beach","20/03/2012","42"
"Turtle Cove Beach","20/03/2012","1"
"Hairpin Beach","20/03/2012","10"
"Ma Wan Tung Wan Beach","20/03/2012","10"
"Cafeteria New Beach","20/03/2012","17"
"Kadoorie Beach","20/03/2012","22"
"Rocky Bay Beach","20/03/2012","99"
"Clear Water Bay First Beach","21/03/2012","2"
"Kiu Tsui Beach","21/03/2012","4"
"Hap Mun Bay Beach","21/03/2012","1"
"Kiu Tsui (New)","21/03/2012","2"
"Hung Shing Yeh Beach","21/03/2012","1"
"Clear Water Bay Second Beach","21/03/2012","2"
"Silverstrand Beach","21/03/2012","12"
"Trio Beach ","21/03/2012","11"
"Gemini Beaches","22/03/2012","5"
"Anglers' Beach ","22/03/2012","10"
"Approach Beach","22/03/2012","9"
"Hoi Mei Wan Beach","22/03/2012","28"
"Lido Beach","22/03/2012","10"
"Casam Beach","22/03/2012","75"
"Ting Kau Beach","22/03/2012","15"
"Tai Po Lung Mei Beach","23/03/2012","4163"
"Discovery Bay","26/03/2012","1"
"Cafeteria New Beach","26/03/2012","10"
"Kadoorie Beach","26/03/2012","24"
"Butterfly Beach","26/03/2012","12"
"Ma Wan Tung Wan Beach","26/03/2012","9"
"Golden Beach","26/03/2012","68"
"Cafeteria Old Beach","26/03/2012","28"
"Castle Peak Beach","26/03/2012","6"
"Clear Water Bay Second Beach","27/03/2012","2"
"Kiu Tsui (New)","27/03/2012","8"
"Clear Water Bay First Beach","27/03/2012","10"
"Trio Beach ","27/03/2012","1"
"Hap Mun Bay Beach","27/03/2012","5"
"Silverstrand Beach","27/03/2012","90"
"Kiu Tsui Beach","27/03/2012","1"
"South Bay Beach","28/03/2012","1"
"Chung Hom Kok Beach","28/03/2012","3"
"Big Wave Bay Beach","28/03/2012","5"
"Repulse Bay Beach","28/03/2012","2"
"Pui O Beach","28/03/2012","10"
"Upper Cheung Sha Beach","28/03/2012","2"
"Cheung Chau Tung Wan Beach ","28/03/2012","40"
"Kwun Yam Beach","28/03/2012","28"
"Lower Cheung Sha Beach","28/03/2012","9"
"Tong Fuk Beach","28/03/2012","1"
"Shek O Beach","28/03/2012","74"
"Stanley Main Beach","28/03/2012","1"
"Turtle Cove Beach","28/03/2012","1"
"Rocky Bay Beach","28/03/2012","16"
"Deep Water Bay Beach","28/03/2012","1"
"St. Stephen's Beach","28/03/2012","1"
"Middle Bay Beach","28/03/2012","2"
"Silver Mine Bay Beach","28/03/2012","2"
"Hairpin Beach","28/03/2012","1"
"Ting Kau Beach","29/03/2012","31"
"Anglers' Beach ","29/03/2012","4"
"Gemini Beaches","29/03/2012","10"
"Hoi Mei Wan Beach","29/03/2012","64"
"Casam Beach","29/03/2012","4"
"Approach Beach","29/03/2012","4"
"Hung Shing Yeh Beach","29/03/2012","1"
"Lo So Shing Beach","29/03/2012","130"
"Lido Beach","29/03/2012","1"
"Butterfly Beach","02/04/2012","5"
"Castle Peak Beach","02/04/2012","7"
"Kiu Tsui Beach","02/04/2012","1"
"Trio Beach ","02/04/2012","1"
"Clear Water Bay First Beach","02/04/2012","1"
"Ma Wan Tung Wan Beach","02/04/2012","10"
"Cafeteria New Beach","02/04/2012","11"
"Hap Mun Bay Beach","02/04/2012","2"
"Kiu Tsui (New)","02/04/2012","4"
"Silverstrand Beach","02/04/2012","5"
"Clear Water Bay Second Beach","02/04/2012","6"
"Golden Beach","02/04/2012","15"
"Cafeteria Old Beach","02/04/2012","12"
"Kadoorie Beach","02/04/2012","19"
"Discovery Bay","03/04/2012","6"
"Tai Po Lung Mei Beach","03/04/2012","1282"
"Deep Water Bay Beach","10/04/2012","10"
"Big Wave Bay Beach","10/04/2012","26"
"Shek O Beach","10/04/2012","13"
"Hairpin Beach","10/04/2012","32"
"Cheung Chau Tung Wan Beach ","10/04/2012","21"
"Middle Bay Beach","10/04/2012","30"
"St. Stephen's Beach","10/04/2012","1"
"Repulse Bay Beach","10/04/2012","3"
"South Bay Beach","10/04/2012","1"
"Chung Hom Kok Beach","10/04/2012","4"
"Rocky Bay Beach","10/04/2012","27"
"Turtle Cove Beach","10/04/2012","1"
"Hung Shing Yeh Beach","10/04/2012","4"
"Upper Cheung Sha Beach","10/04/2012","5"
"Pui O Beach","10/04/2012","112"
"Silver Mine Bay Beach","10/04/2012","52"
"Stanley Main Beach","10/04/2012","26"
"Kwun Yam Beach","10/04/2012","31"
"Tong Fuk Beach","10/04/2012","9"
"Lower Cheung Sha Beach","10/04/2012","8"
"Lo So Shing Beach","11/04/2012","15"
"Castle Peak Beach","11/04/2012","13"
"Hoi Mei Wan Beach","11/04/2012","94"
"Anglers' Beach ","11/04/2012","85"
"Cafeteria New Beach","11/04/2012","22"
"Kadoorie Beach","11/04/2012","8"
"Butterfly Beach","11/04/2012","37"
"Ma Wan Tung Wan Beach","11/04/2012","5"
"Approach Beach","11/04/2012","40"
"Ting Kau Beach","11/04/2012","20"
"Casam Beach","11/04/2012","27"
"Gemini Beaches","11/04/2012","39"
"Golden Beach","11/04/2012","53"
"Cafeteria Old Beach","11/04/2012","28"
"Lido Beach","11/04/2012","100"
"Discovery Bay","12/04/2012","580"
"Tai Po Lung Mei Beach","13/04/2012","90"
"Kiu Tsui (New)","14/04/2012","6"
"Silverstrand Beach","14/04/2012","92"
"Clear Water Bay Second Beach","14/04/2012","9"
"Clear Water Bay First Beach","14/04/2012","2"
"Kiu Tsui Beach","14/04/2012","8"
"Trio Beach ","14/04/2012","16"
"Hap Mun Bay Beach","14/04/2012","1"
"Kwun Yam Beach","15/04/2012","2"
"Ma Wan Tung Wan Beach","15/04/2012","41"
"Cafeteria New Beach","15/04/2012","6"
"Kadoorie Beach","15/04/2012","21"
"Castle Peak Beach","15/04/2012","5"
"Cheung Chau Tung Wan Beach ","15/04/2012","1"
"Golden Beach","15/04/2012","18"
"Cafeteria Old Beach","15/04/2012","13"
"Butterfly Beach","15/04/2012","40"
"Middle Bay Beach","16/04/2012","25"
"St. Stephen's Beach","16/04/2012","8"
"Deep Water Bay Beach","16/04/2012","2"
"Chung Hom Kok Beach","16/04/2012","14"
"Repulse Bay Beach","16/04/2012","31"
"South Bay Beach","16/04/2012","9"
"Hung Shing Yeh Beach","16/04/2012","10"
"Hoi Mei Wan Beach","17/04/2012","270"
"Anglers' Beach ","17/04/2012","263"
"Lido Beach","17/04/2012","210"
"Casam Beach","17/04/2012","360"
"Gemini Beaches","17/04/2012","120"
"Approach Beach","17/04/2012","322"
"Turtle Cove Beach","18/04/2012","45"
"Stanley Main Beach","18/04/2012","39"
"Rocky Bay Beach","18/04/2012","400"
"Shek O Beach","18/04/2012","58"
"Hairpin Beach","18/04/2012","16"
"Ting Kau Beach","18/04/2012","276"
"Silver Mine Bay Beach","18/04/2012","450"
"Pui O Beach","18/04/2012","17"
"Big Wave Bay Beach","18/04/2012","60"
"Lo So Shing Beach","18/04/2012","1"
"Tong Fuk Beach","18/04/2012","9"
"Lower Cheung Sha Beach","18/04/2012","10"
"Upper Cheung Sha Beach","18/04/2012","12"
"Cafeteria New Beach","23/04/2012","140"
"Cafeteria Old Beach","23/04/2012","820"
"Kiu Tsui (New)","23/04/2012","33"
"Silverstrand Beach","23/04/2012","63"
"Clear Water Bay Second Beach","23/04/2012","110"
"Kadoorie Beach","23/04/2012","170"
"Castle Peak Beach","23/04/2012","190"
"Butterfly Beach","23/04/2012","230"
"Kiu Tsui Beach","23/04/2012","1300"
"Clear Water Bay First Beach","23/04/2012","17"
"Golden Beach","23/04/2012","360"
"Trio Beach ","23/04/2012","80"
"Hap Mun Bay Beach","23/04/2012","1"
"Ma Wan Tung Wan Beach","23/04/2012","200"
"Hung Shing Yeh Beach","23/04/2012","11"
"Tong Fuk Beach","24/04/2012","12"
"Lower Cheung Sha Beach","24/04/2012","200"
"Silver Mine Bay Beach","24/04/2012","170"
"Rocky Bay Beach","24/04/2012","13"
"Hairpin Beach","24/04/2012","1"
"Upper Cheung Sha Beach","24/04/2012","6"
"Turtle Cove Beach","24/04/2012","7"
"Pui O Beach","24/04/2012","233"
"Big Wave Bay Beach","24/04/2012","180"
"Shek O Beach","24/04/2012","55"
"Discovery Bay","24/04/2012","110"
"Stanley Main Beach","24/04/2012","2"
"Cheung Chau Tung Wan Beach ","25/04/2012","1"
"Casam Beach","25/04/2012","210"
"Middle Bay Beach","25/04/2012","69"
"St. Stephen's Beach","25/04/2012","23"
"Chung Hom Kok Beach","25/04/2012","15"
"Approach Beach","25/04/2012","412"
"Lido Beach","25/04/2012","130"
"Hoi Mei Wan Beach","25/04/2012","140"
"Gemini Beaches","25/04/2012","110"
"Lo So Shing Beach","25/04/2012","3"
"Anglers' Beach ","25/04/2012","292"
"South Bay Beach","25/04/2012","86"
"Kwun Yam Beach","25/04/2012","29"
"Deep Water Bay Beach","25/04/2012","35"
"Ting Kau Beach","25/04/2012","154"
"Repulse Bay Beach","25/04/2012","79"
"Tai Po Lung Mei Beach","27/04/2012","1723"
"Golden Beach","02/05/2012","230"
"Clear Water Bay First Beach","02/05/2012","81"
"Hap Mun Bay Beach","02/05/2012","1"
"Silverstrand Beach","02/05/2012","26"
"Ma Wan Tung Wan Beach","02/05/2012","84"
"Cafeteria New Beach","02/05/2012","49"
"Kadoorie Beach","02/05/2012","48"
"Clear Water Bay Second Beach","02/05/2012","29"
"Kiu Tsui (New)","02/05/2012","9"
"Kiu Tsui Beach","02/05/2012","8"
"Trio Beach ","02/05/2012","9"
"Butterfly Beach","02/05/2012","68"
"Cafeteria Old Beach","02/05/2012","120"
"Castle Peak Beach","02/05/2012","150"
"Discovery Bay","03/05/2012","12"
"Hung Shing Yeh Beach","03/05/2012","2"
"Tai Po Lung Mei Beach","04/05/2012","319"
"Rocky Bay Beach","07/05/2012","130"
"Turtle Cove Beach","07/05/2012","4"
"Hairpin Beach","07/05/2012","300"
"Tong Fuk Beach","07/05/2012","9"
"Lower Cheung Sha Beach","07/05/2012","640"
"Silver Mine Bay Beach","07/05/2012","410"
"Cheung Chau Tung Wan Beach ","07/05/2012","130"
"Pui O Beach","07/05/2012","3"
"Big Wave Bay Beach","07/05/2012","220"
"Shek O Beach","07/05/2012","60"
"Stanley Main Beach","07/05/2012","65"
"Kwun Yam Beach","07/05/2012","16"
"Upper Cheung Sha Beach","07/05/2012","2"
"Middle Bay Beach","08/05/2012","19"
"South Bay Beach","08/05/2012","2"
"Approach Beach","08/05/2012","58"
"Casam Beach","08/05/2012","68"
"Hoi Mei Wan Beach","08/05/2012","16"
"Deep Water Bay Beach","08/05/2012","7"
"Ting Kau Beach","08/05/2012","188"
"Chung Hom Kok Beach","08/05/2012","1"
"Repulse Bay Beach","08/05/2012","1"
"St. Stephen's Beach","08/05/2012","2"
"Anglers' Beach ","08/05/2012","38"
"Gemini Beaches","08/05/2012","13"
"Lido Beach","08/05/2012","32"
"Lo So Shing Beach","08/05/2012","1"
"Kadoorie Beach","09/05/2012","130"
"Kiu Tsui (New)","09/05/2012","4"
"Silverstrand Beach","09/05/2012","6"
"Castle Peak Beach","09/05/2012","270"
"Kiu Tsui Beach","09/05/2012","4"
"Ma Wan Tung Wan Beach","09/05/2012","33"
"Golden Beach","09/05/2012","22"
"Hap Mun Bay Beach","09/05/2012","13"
"Trio Beach ","09/05/2012","1"
"Clear Water Bay First Beach","09/05/2012","34"
"Clear Water Bay Second Beach","09/05/2012","20"
"Cafeteria New Beach","09/05/2012","30"
"Cafeteria Old Beach","09/05/2012","31"
"Butterfly Beach","09/05/2012","27"
"Discovery Bay","10/05/2012","1"
"Repulse Bay Beach","14/05/2012","5"
"St. Stephen's Beach","14/05/2012","2"
"Deep Water Bay Beach","14/05/2012","4"
"Golden Beach","14/05/2012","50"
"Cafeteria Old Beach","14/05/2012","41"
"Castle Peak Beach","14/05/2012","120"
"Butterfly Beach","14/05/2012","80"
"Middle Bay Beach","14/05/2012","15"
"South Bay Beach","14/05/2012","3"
"Chung Hom Kok Beach","14/05/2012","2"
"Ma Wan Tung Wan Beach","14/05/2012","41"
"Cafeteria New Beach","14/05/2012","35"
"Kadoorie Beach","14/05/2012","25"
"Hung Shing Yeh Beach","14/05/2012","1"
"Upper Cheung Sha Beach","15/05/2012","1"
"Pui O Beach","15/05/2012","15"
"Lower Cheung Sha Beach","15/05/2012","1"
"Silver Mine Bay Beach","15/05/2012","160"
"Hap Mun Bay Beach","15/05/2012","1"
"Silverstrand Beach","15/05/2012","11"
"Kiu Tsui (New)","15/05/2012","1"
"Kiu Tsui Beach","15/05/2012","3"
"Trio Beach ","15/05/2012","5"
"Clear Water Bay First Beach","15/05/2012","9"
"Clear Water Bay Second Beach","15/05/2012","80"
"Tong Fuk Beach","15/05/2012","14"
"Hoi Mei Wan Beach","16/05/2012","110"
"Lido Beach","16/05/2012","90"
"Gemini Beaches","16/05/2012","120"
"Turtle Cove Beach","16/05/2012","10"
"Anglers' Beach ","16/05/2012","775"
"Rocky Bay Beach","16/05/2012","1600"
"Ting Kau Beach","16/05/2012","290"
"Casam Beach","16/05/2012","200"
"Kwun Yam Beach","16/05/2012","3"
"Big Wave Bay Beach","16/05/2012","400"
"Shek O Beach","16/05/2012","122"
"Hairpin Beach","16/05/2012","360"
"Approach Beach","16/05/2012","124"
"Cheung Chau Tung Wan Beach ","16/05/2012","54"
"Stanley Main Beach","17/05/2012","152"
"Tai Po Lung Mei Beach","18/05/2012","849"
"Clear Water Bay Second Beach","21/05/2012","76"
"Kiu Tsui Beach","21/05/2012","2300"
"Lo So Shing Beach","21/05/2012","8"
"Kiu Tsui (New)","21/05/2012","528"
"Clear Water Bay First Beach","21/05/2012","35"
"Trio Beach ","21/05/2012","680"
"Silverstrand Beach","21/05/2012","5000"
"Hap Mun Bay Beach","21/05/2012","6"
"Turtle Cove Beach","22/05/2012","650"
"Kadoorie Beach","22/05/2012","28"
"Golden Beach","22/05/2012","110"
"Cafeteria Old Beach","22/05/2012","39"
"Butterfly Beach","22/05/2012","90"
"Kiu Tsui Beach","22/05/2012","24"
"Middle Bay Beach","22/05/2012","170"
"Deep Water Bay Beach","22/05/2012","38"
"Cafeteria New Beach","22/05/2012","100"
"Silverstrand Beach","22/05/2012","33"
"Repulse Bay Beach","22/05/2012","10"
"South Bay Beach","22/05/2012","8"
"St. Stephen's Beach","22/05/2012","63"
"Chung Hom Kok Beach","22/05/2012","5"
"Castle Peak Beach","22/05/2012","39"
"Stanley Main Beach","22/05/2012","695"
"Big Wave Bay Beach","22/05/2012","78"
"Shek O Beach","22/05/2012","141"
"Ma Wan Tung Wan Beach","22/05/2012","150"
"Lower Cheung Sha Beach","23/05/2012","8"
"Silver Mine Bay Beach","23/05/2012","160"
"Tong Fuk Beach","23/05/2012","36"
"Approach Beach","23/05/2012","445"
"Casam Beach","23/05/2012","30"
"Pui O Beach","23/05/2012","7"
"Upper Cheung Sha Beach","23/05/2012","1"
"Lido Beach","23/05/2012","7"
"Hoi Mei Wan Beach","23/05/2012","22"
"Ting Kau Beach","23/05/2012","185"
"Hung Shing Yeh Beach","23/05/2012","1"
"Discovery Bay","23/05/2012","6"
"Anglers' Beach ","23/05/2012","144"
"Gemini Beaches","23/05/2012","20"
"Tai Po Lung Mei Beach","24/05/2012","119"
"Hairpin Beach","28/05/2012","10"
"Cheung Chau Tung Wan Beach ","28/05/2012","7"
"Kwun Yam Beach","28/05/2012","24"
"Repulse Bay Beach","28/05/2012","520"
"Middle Bay Beach","28/05/2012","49"
"South Bay Beach","28/05/2012","59"
"Chung Hom Kok Beach","28/05/2012","48"
"Big Wave Bay Beach","28/05/2012","510"
"Shek O Beach","28/05/2012","87"
"Stanley Main Beach","28/05/2012","187"
"Rocky Bay Beach","28/05/2012","800"
"Turtle Cove Beach","28/05/2012","4"
"St. Stephen's Beach","28/05/2012","40"
"Deep Water Bay Beach","28/05/2012","7"
"Lower Cheung Sha Beach","29/05/2012","5"
"Upper Cheung Sha Beach","29/05/2012","2"
"Gemini Beaches","29/05/2012","84"
"Pui O Beach","29/05/2012","10"
"Lo So Shing Beach","29/05/2012","1"
"Tong Fuk Beach","29/05/2012","1"
"Ting Kau Beach","29/05/2012","62"
"Approach Beach","29/05/2012","260"
"Silver Mine Bay Beach","29/05/2012","180"
"Anglers' Beach ","29/05/2012","27"
"Hoi Mei Wan Beach","29/05/2012","37"
"Lido Beach","29/05/2012","75"
"Casam Beach","29/05/2012","52"
"Cafeteria New Beach","30/05/2012","1"
"Ma Wan Tung Wan Beach","30/05/2012","29"
"Kadoorie Beach","30/05/2012","2"
"Cafeteria Old Beach","30/05/2012","5"
"Clear Water Bay First Beach","30/05/2012","6"
"Silverstrand Beach","30/05/2012","10"
"Kiu Tsui (New)","30/05/2012","1"
"Hap Mun Bay Beach","30/05/2012","1"
"Clear Water Bay Second Beach","30/05/2012","9"
"Trio Beach ","30/05/2012","120"
"Kiu Tsui Beach","30/05/2012","3"
"Golden Beach","30/05/2012","9"
"Castle Peak Beach","30/05/2012","35"
"Butterfly Beach","30/05/2012","2"
"Discovery Bay","31/05/2012","12"
"Tai Po Lung Mei Beach","01/06/2012","336"
"Repulse Bay Beach","04/06/2012","6"
"South Bay Beach","04/06/2012","7"
"Chung Hom Kok Beach","04/06/2012","3"
"Hap Mun Bay Beach","04/06/2012","16"
"Kiu Tsui (New)","04/06/2012","342"
"Hung Shing Yeh Beach","04/06/2012","20"
"Clear Water Bay Second Beach","04/06/2012","12"
"St. Stephen's Beach","04/06/2012","40"
