"Beach Name","Sampling Date (DD/MM/YYYY)","E. coli count per 100mL on the sampling date"
"Approach Beach","21/03/2003","1691"
"Ting Kau Beach","21/03/2003","2383"
"Lido Beach","21/03/2003","1500"
"Ma Wan Tung Wan Beach","21/03/2003","420"
"Hoi Mei Wan Beach","21/03/2003","1300"
"Gemini Beaches","21/03/2003","4700"
"Anglers' Beach ","21/03/2003","2837"
"Casam Beach","21/03/2003","1400"
"Lo So Shing Beach","24/03/2003","1"
"Tong Fuk Beach","24/03/2003","1"
"Silver Mine Bay Beach","24/03/2003","69"
"Lower Cheung Sha Beach","24/03/2003","6"
"Pui O Beach","24/03/2003","6"
"Upper Cheung Sha Beach","24/03/2003","2"
"Trio Beach ","25/03/2003","1"
"Hap Mun Bay Beach","25/03/2003","1"
"Clear Water Bay Second Beach","25/03/2003","1"
"Silverstrand Beach","25/03/2003","11"
"Clear Water Bay First Beach","25/03/2003","3"
"Kiu Tsui Beach","25/03/2003","1"
"Discovery Bay","26/03/2003","11"
"Kwun Yam Beach","26/03/2003","18"
"Cheung Chau Tung Wan Beach ","26/03/2003","3"
"Big Wave Bay Beach","26/03/2003","5"
"Stanley Main Beach","26/03/2003","1"
"Shek O Beach","26/03/2003","1"
"Turtle Cove Beach","26/03/2003","1"
"Hairpin Beach","26/03/2003","1"
"Rocky Bay Beach","26/03/2003","14"
"Lido Beach","27/03/2003","2200"
"Ting Kau Beach","27/03/2003","248"
"Hoi Mei Wan Beach","27/03/2003","920"
"Gemini Beaches","27/03/2003","6500"
"Anglers' Beach ","27/03/2003","3980"
"Ma Wan Tung Wan Beach","27/03/2003","400"
"Hung Shing Yeh Beach","27/03/2003","1"
"Repulse Bay Beach","27/03/2003","100"
"Middle Bay Beach","27/03/2003","14"
"South Bay Beach","27/03/2003","5"
"St. Stephen's Beach","27/03/2003","1"
"Chung Hom Kok Beach","27/03/2003","5"
"Deep Water Bay Beach","27/03/2003","8"
"Approach Beach","27/03/2003","446"
"Casam Beach","27/03/2003","2600"
"Lo So Shing Beach","28/03/2003","1"
"Tai Po Lung Mei Beach","28/03/2003","30"
"Golden Beach","28/03/2003","240"
"Cafeteria New Beach","28/03/2003","140"
"Cafeteria Old Beach","28/03/2003","190"
"Kadoorie Beach","28/03/2003","120"
"Silver Mine Bay Beach","28/03/2003","5"
"Butterfly Beach","28/03/2003","80"
"Tong Fuk Beach","28/03/2003","1"
"Upper Cheung Sha Beach","28/03/2003","1"
"Lower Cheung Sha Beach","28/03/2003","1"
"Pui O Beach","28/03/2003","4"
"Castle Peak Beach","28/03/2003","34"
"Kwun Yam Beach","01/04/2003","1"
"Cheung Chau Tung Wan Beach ","01/04/2003","1"
"Hung Shing Yeh Beach","01/04/2003","1"
"Discovery Bay","01/04/2003","13"
"Stanley Main Beach","01/04/2003","1"
"Rocky Bay Beach","01/04/2003","2"
"Shek O Beach","01/04/2003","3"
"Turtle Cove Beach","01/04/2003","39"
"Hairpin Beach","01/04/2003","1"
"Big Wave Bay Beach","01/04/2003","2"
"Lo So Shing Beach","02/04/2003","4"
"Repulse Bay Beach","02/04/2003","22"
"Middle Bay Beach","02/04/2003","15"
"South Bay Beach","02/04/2003","54"
"St. Stephen's Beach","02/04/2003","16"
"Chung Hom Kok Beach","02/04/2003","62"
"Kiu Tsui Beach","02/04/2003","1"
"Silverstrand Beach","02/04/2003","130"
"Clear Water Bay First Beach","02/04/2003","11"
"Clear Water Bay Second Beach","02/04/2003","2"
"Trio Beach ","02/04/2003","20"
"Hap Mun Bay Beach","02/04/2003","1"
"Deep Water Bay Beach","02/04/2003","6"
"Tai Po Lung Mei Beach","03/04/2003","1038"
"Approach Beach","03/04/2003","1572"
"Ting Kau Beach","03/04/2003","2425"
"Lido Beach","03/04/2003","1600"
"Casam Beach","03/04/2003","1200"
"Hoi Mei Wan Beach","03/04/2003","1100"
"Silver Mine Bay Beach","03/04/2003","61"
"Ma Wan Tung Wan Beach","03/04/2003","5300"
"Tong Fuk Beach","03/04/2003","1"
"Upper Cheung Sha Beach","03/04/2003","6"
"Lower Cheung Sha Beach","03/04/2003","2"
"Pui O Beach","03/04/2003","102"
"Anglers' Beach ","03/04/2003","6148"
"Big Wave Bay Beach","07/04/2003","4"
"Butterfly Beach","07/04/2003","400"
"Shek O Beach","07/04/2003","44"
"Turtle Cove Beach","07/04/2003","4"
"Hairpin Beach","07/04/2003","24"
"Stanley Main Beach","07/04/2003","41"
"Trio Beach ","07/04/2003","14"
"Hap Mun Bay Beach","07/04/2003","59"
"Kiu Tsui Beach","07/04/2003","1"
"Golden Beach","07/04/2003","160"
"Cafeteria New Beach","07/04/2003","130"
"Cafeteria Old Beach","07/04/2003","140"
"Kadoorie Beach","07/04/2003","220"
"Castle Peak Beach","07/04/2003","77"
"Rocky Bay Beach","07/04/2003","14"
"Deep Water Bay Beach","08/04/2003","38"
"Lo So Shing Beach","08/04/2003","1"
"Tong Fuk Beach","08/04/2003","6"
"Upper Cheung Sha Beach","08/04/2003","8"
"Lower Cheung Sha Beach","08/04/2003","19"
"Pui O Beach","08/04/2003","21"
"Chung Hom Kok Beach","08/04/2003","110"
"Kwun Yam Beach","08/04/2003","4"
"Cheung Chau Tung Wan Beach ","08/04/2003","17"
"Repulse Bay Beach","08/04/2003","1000"
"Middle Bay Beach","08/04/2003","250"
"South Bay Beach","08/04/2003","170"
"St. Stephen's Beach","08/04/2003","15"
"Silver Mine Bay Beach","08/04/2003","120"
"Hung Shing Yeh Beach","09/04/2003","13"
"Ma Wan Tung Wan Beach","09/04/2003","580"
"Trio Beach ","10/04/2003","92"
"Kiu Tsui Beach","10/04/2003","4"
"Hap Mun Bay Beach","10/04/2003","97"
"Golden Beach","11/04/2003","390"
"Cafeteria New Beach","11/04/2003","160"
"Cafeteria Old Beach","11/04/2003","130"
"Kadoorie Beach","11/04/2003","77"
"Clear Water Bay Second Beach","11/04/2003","40"
"Butterfly Beach","11/04/2003","240"
"Silverstrand Beach","11/04/2003","200"
"Clear Water Bay First Beach","11/04/2003","16"
"Castle Peak Beach","11/04/2003","37"
"Repulse Bay Beach","12/04/2003","14"
"Middle Bay Beach","12/04/2003","9"
"South Bay Beach","12/04/2003","8"
"Silver Mine Bay Beach","12/04/2003","510"
"Chung Hom Kok Beach","12/04/2003","56"
"Deep Water Bay Beach","12/04/2003","5"
"St. Stephen's Beach","12/04/2003","34"
"Big Wave Bay Beach","13/04/2003","260"
"Rocky Bay Beach","13/04/2003","2"
"Shek O Beach","13/04/2003","3"
"Turtle Cove Beach","13/04/2003","33"
"Hairpin Beach","13/04/2003","2"
"Stanley Main Beach","13/04/2003","5"
"Lo So Shing Beach","13/04/2003","1"
"Tai Po Lung Mei Beach","14/04/2003","185"
"Discovery Bay","14/04/2003","19"
"Cheung Chau Tung Wan Beach ","14/04/2003","9"
"Kwun Yam Beach","14/04/2003","15"
"Hung Shing Yeh Beach","15/04/2003","1"
"Ma Wan Tung Wan Beach","15/04/2003","650"
"Clear Water Bay First Beach","15/04/2003","11"
"Clear Water Bay Second Beach","15/04/2003","140"
"Tong Fuk Beach","15/04/2003","3"
"Upper Cheung Sha Beach","15/04/2003","1"
"Lower Cheung Sha Beach","15/04/2003","9"
"Pui O Beach","15/04/2003","68"
"Silver Mine Bay Beach","15/04/2003","200"
"Approach Beach","15/04/2003","404"
"Ting Kau Beach","15/04/2003","2101"
"Lido Beach","15/04/2003","3300"
"Casam Beach","15/04/2003","2700"
"Hoi Mei Wan Beach","15/04/2003","470"
"Anglers' Beach ","15/04/2003","2445"
"Silverstrand Beach","15/04/2003","160"
"Golden Beach","16/04/2003","230"
"Cafeteria New Beach","16/04/2003","330"
"Butterfly Beach","16/04/2003","150"
"Kadoorie Beach","16/04/2003","1800"
"Castle Peak Beach","16/04/2003","45"
"Cafeteria Old Beach","16/04/2003","320"
"Lido Beach","22/04/2003","630"
"Ting Kau Beach","22/04/2003","258"
"Hoi Mei Wan Beach","22/04/2003","370"
"Anglers' Beach ","22/04/2003","1908"
"Ma Wan Tung Wan Beach","22/04/2003","610"
"Lo So Shing Beach","22/04/2003","1"
"Golden Beach","22/04/2003","79"
"Cafeteria New Beach","22/04/2003","90"
"Cafeteria Old Beach","22/04/2003","85"
"Kadoorie Beach","22/04/2003","870"
"Castle Peak Beach","22/04/2003","120"
"Butterfly Beach","22/04/2003","110"
"Kwun Yam Beach","22/04/2003","8"
"Cheung Chau Tung Wan Beach ","22/04/2003","100"
"Tong Fuk Beach","22/04/2003","3"
"Upper Cheung Sha Beach","22/04/2003","84"
"Lower Cheung Sha Beach","22/04/2003","61"
"Pui O Beach","22/04/2003","46"
"Silver Mine Bay Beach","22/04/2003","30"
"Approach Beach","22/04/2003","380"
"Casam Beach","22/04/2003","520"
"Silverstrand Beach","23/04/2003","78"
"Kiu Tsui Beach","23/04/2003","22"
"Clear Water Bay Second Beach","23/04/2003","23"
"Hung Shing Yeh Beach","23/04/2003","1"
"Repulse Bay Beach","23/04/2003","54"
"Middle Bay Beach","23/04/2003","1"
"South Bay Beach","23/04/2003","5"
"St. Stephen's Beach","23/04/2003","27"
"Chung Hom Kok Beach","23/04/2003","11"
"Deep Water Bay Beach","23/04/2003","74"
"Big Wave Bay Beach","23/04/2003","1"
"Rocky Bay Beach","23/04/2003","91"
"Shek O Beach","23/04/2003","4"
"Turtle Cove Beach","23/04/2003","1"
"Hairpin Beach","23/04/2003","3"
"Stanley Main Beach","23/04/2003","25"
"Trio Beach ","23/04/2003","36"
"Hap Mun Bay Beach","23/04/2003","22"
"Clear Water Bay First Beach","23/04/2003","490"
"Tai Po Lung Mei Beach","24/04/2003","241"
"Discovery Bay","25/04/2003","39"
"Ma Wan Tung Wan Beach","25/04/2003","830"
"Golden Beach","25/04/2003","30"
"Butterfly Beach","25/04/2003","65"
"Cafeteria Old Beach","25/04/2003","29"
"Kadoorie Beach","25/04/2003","1400"
"Castle Peak Beach","25/04/2003","20"
"Cafeteria New Beach","25/04/2003","47"
"Tong Fuk Beach","28/04/2003","1"
"Clear Water Bay Second Beach","28/04/2003","9"
"Lower Cheung Sha Beach","28/04/2003","4"
"Pui O Beach","28/04/2003","2"
"Silver Mine Bay Beach","28/04/2003","9"
"Kwun Yam Beach","28/04/2003","2"
"Cheung Chau Tung Wan Beach ","28/04/2003","5"
"Repulse Bay Beach","28/04/2003","56"
"Middle Bay Beach","28/04/2003","10"
"South Bay Beach","28/04/2003","17"
"St. Stephen's Beach","28/04/2003","1"
"Chung Hom Kok Beach","28/04/2003","95"
"Deep Water Bay Beach","28/04/2003","1"
"Silverstrand Beach","28/04/2003","160"
"Clear Water Bay First Beach","28/04/2003","5"
"Upper Cheung Sha Beach","28/04/2003","3"
"Stanley Main Beach","29/04/2003","1"
"Hairpin Beach","29/04/2003","1"
"Lo So Shing Beach","29/04/2003","1"
"Approach Beach","29/04/2003","540"
"Ting Kau Beach","29/04/2003","46"
"Lido Beach","29/04/2003","5200"
"Casam Beach","29/04/2003","3000"
"Hoi Mei Wan Beach","29/04/2003","620"
"Anglers' Beach ","29/04/2003","664"
"Ma Wan Tung Wan Beach","29/04/2003","26"
"Trio Beach ","29/04/2003","1"
"Hap Mun Bay Beach","29/04/2003","1"
"Kiu Tsui Beach","29/04/2003","2"
"Big Wave Bay Beach","29/04/2003","4"
"Rocky Bay Beach","29/04/2003","5"
"Shek O Beach","29/04/2003","1"
"Turtle Cove Beach","29/04/2003","1"
"Hung Shing Yeh Beach","29/04/2003","9"
"Silverstrand Beach","02/05/2003","190"
"Cheung Chau Tung Wan Beach ","02/05/2003","9"
"Clear Water Bay Second Beach","02/05/2003","6"
"Golden Beach","02/05/2003","90"
"Cafeteria New Beach","02/05/2003","80"
"Cafeteria Old Beach","02/05/2003","80"
"Kadoorie Beach","02/05/2003","110"
"Castle Peak Beach","02/05/2003","40"
"Butterfly Beach","02/05/2003","16"
"Tong Fuk Beach","02/05/2003","6"
"Upper Cheung Sha Beach","02/05/2003","1"
"Lower Cheung Sha Beach","02/05/2003","5"
"Pui O Beach","02/05/2003","5"
"Silver Mine Bay Beach","02/05/2003","13"
"Kwun Yam Beach","02/05/2003","2"
"Clear Water Bay First Beach","02/05/2003","21"
"Lo So Shing Beach","05/05/2003","58"
"Kiu Tsui Beach","05/05/2003","330"
"Hap Mun Bay Beach","05/05/2003","57"
"Hung Shing Yeh Beach","05/05/2003","43"
"Tai Po Lung Mei Beach","06/05/2003","773"
"Discovery Bay","06/05/2003","230"
"Big Wave Bay Beach","06/05/2003","1000"
"Rocky Bay Beach","06/05/2003","750"
"Shek O Beach","06/05/2003","195"
"Turtle Cove Beach","06/05/2003","24"
"Hairpin Beach","06/05/2003","18"
"Stanley Main Beach","06/05/2003","22"
"Repulse Bay Beach","06/05/2003","58"
"Middle Bay Beach","06/05/2003","80"
"South Bay Beach","06/05/2003","52"
"St. Stephen's Beach","06/05/2003","110"
"Chung Hom Kok Beach","06/05/2003","140"
"Deep Water Bay Beach","06/05/2003","130"
"Trio Beach ","06/05/2003","210"
"Approach Beach","09/05/2003","2650"
"Butterfly Beach","09/05/2003","90"
"Lido Beach","09/05/2003","1700"
"Casam Beach","09/05/2003","1600"
"Hoi Mei Wan Beach","09/05/2003","700"
"Anglers' Beach ","09/05/2003","1304"
"Ma Wan Tung Wan Beach","09/05/2003","570"
"Tong Fuk Beach","09/05/2003","6"
"Upper Cheung Sha Beach","09/05/2003","4"
"Lower Cheung Sha Beach","09/05/2003","38"
"Pui O Beach","09/05/2003","180"
"Silver Mine Bay Beach","09/05/2003","90"
"Golden Beach","09/05/2003","120"
"Cafeteria New Beach","09/05/2003","90"
"Cafeteria Old Beach","09/05/2003","58"
"Kadoorie Beach","09/05/2003","90"
"Castle Peak Beach","09/05/2003","82"
"Ting Kau Beach","09/05/2003","1524"
"Butterfly Beach","12/05/2003","40"
"Repulse Bay Beach","12/05/2003","57"
"Middle Bay Beach","12/05/2003","55"
"South Bay Beach","12/05/2003","14"
"St. Stephen's Beach","12/05/2003","1"
"Castle Peak Beach","12/05/2003","87"
"Deep Water Bay Beach","12/05/2003","4"
"Golden Beach","12/05/2003","27"
"Cafeteria New Beach","12/05/2003","13"
"Cafeteria Old Beach","12/05/2003","10"
"Kadoorie Beach","12/05/2003","22"
