"Beach Name","Sampling Date (DD/MM/YYYY)","E. coli count per 100mL on the sampling date"
"Stanley Main Beach","09/03/2015","1"
"Turtle Cove Beach","09/03/2015","3"
"Big Wave Bay Beach","09/03/2015","2"
"Chung Hom Kok Beach","09/03/2015","25"
"St. Stephen's Beach","09/03/2015","1"
"Rocky Bay Beach","09/03/2015","9"
"Repulse Bay Beach","09/03/2015","12"
"Cheung Chau Tung Wan Beach ","09/03/2015","1"
"Shek O Beach","09/03/2015","7"
"South Bay Beach","09/03/2015","1000"
"Cafeteria New Beach","10/03/2015","4"
"Kadoorie Beach","10/03/2015","130"
"Lo So Shing Beach","10/03/2015","1"
"Approach Beach","10/03/2015","144"
"Lido Beach","10/03/2015","2"
"Hoi Mei Wan Beach","10/03/2015","290"
"Gemini Beaches","10/03/2015","3"
"Anglers' Beach ","10/03/2015","24"
"Cafeteria Old Beach","10/03/2015","1"
"Castle Peak Beach","10/03/2015","13"
"Butterfly Beach","10/03/2015","210"
"Ma Wan Tung Wan Beach","10/03/2015","3"
"Golden Beach","10/03/2015","2"
"Ting Kau Beach","10/03/2015","249"
"Casam Beach","10/03/2015","4"
"Trio Beach ","11/03/2015","7"
"Clear Water Bay First Beach","11/03/2015","23"
"Kiu Tsui (New)","11/03/2015","111"
"Tong Fuk Beach","11/03/2015","1"
"Lower Cheung Sha Beach","11/03/2015","120"
"Upper Cheung Sha Beach","11/03/2015","1"
"Hap Mun Bay Beach","11/03/2015","6"
"Kiu Tsui Beach","11/03/2015","1"
"Silverstrand Beach","11/03/2015","14"
"Clear Water Bay Second Beach","11/03/2015","4"
"Silver Mine Bay Beach","11/03/2015","36"
"Pui O Beach","11/03/2015","2"
"Tai Po Lung Mei Beach","12/03/2015","224"
"Hung Shing Yeh Beach","12/03/2015","1"
"Discovery Bay","12/03/2015","3"
"Middle Bay Beach","16/03/2015","52"
"St. Stephen's Beach","16/03/2015","1"
"Deep Water Bay Beach","16/03/2015","94"
"Big Wave Bay Beach","16/03/2015","25"
"Turtle Cove Beach","16/03/2015","1"
"Stanley Main Beach","16/03/2015","1"
"Hairpin Beach","16/03/2015","1"
"Cheung Chau Tung Wan Beach ","16/03/2015","2"
"Repulse Bay Beach","16/03/2015","5"
"South Bay Beach","16/03/2015","50"
"Chung Hom Kok Beach","16/03/2015","4"
"Rocky Bay Beach","16/03/2015","40"
"Shek O Beach","16/03/2015","154"
"Kwun Yam Beach","16/03/2015","6"
"Ting Kau Beach","17/03/2015","211"
"Cafeteria Old Beach","17/03/2015","50"
"Pui O Beach","17/03/2015","3"
"Silver Mine Bay Beach","17/03/2015","120"
"Tong Fuk Beach","17/03/2015","1"
"Upper Cheung Sha Beach","17/03/2015","1"
"Lower Cheung Sha Beach","17/03/2015","1"
"Ma Wan Tung Wan Beach","17/03/2015","9"
"Lido Beach","17/03/2015","15"
"Casam Beach","17/03/2015","12"
"Hoi Mei Wan Beach","17/03/2015","26"
"Butterfly Beach","17/03/2015","46"
"Cafeteria New Beach","17/03/2015","34"
"Castle Peak Beach","17/03/2015","13"
"Gemini Beaches","17/03/2015","14"
"Approach Beach","17/03/2015","45"
"Anglers' Beach ","17/03/2015","139"
"Golden Beach","17/03/2015","33"
"Kadoorie Beach","17/03/2015","15"
"Clear Water Bay First Beach","18/03/2015","160"
"Silverstrand Beach","18/03/2015","3"
"Lo So Shing Beach","18/03/2015","1"
"Clear Water Bay Second Beach","18/03/2015","3"
"Discovery Bay","19/03/2015","27"
"Hung Shing Yeh Beach","19/03/2015","1"
"Hap Mun Bay Beach","19/03/2015","1"
"Kiu Tsui (New)","19/03/2015","41"
"Trio Beach ","19/03/2015","20"
"Kiu Tsui Beach","19/03/2015","40"
"Tai Po Lung Mei Beach","20/03/2015","56"
"Turtle Cove Beach","23/03/2015","35"
"Hairpin Beach","23/03/2015","53"
"Big Wave Bay Beach","23/03/2015","22"
"St. Stephen's Beach","23/03/2015","1"
"Deep Water Bay Beach","23/03/2015","7"
"Middle Bay Beach","23/03/2015","7"
"Chung Hom Kok Beach","23/03/2015","64"
"Rocky Bay Beach","23/03/2015","73"
"Shek O Beach","23/03/2015","185"
"South Bay Beach","23/03/2015","1"
"Stanley Main Beach","23/03/2015","1351"
"Lo So Shing Beach","23/03/2015","37"
"Repulse Bay Beach","23/03/2015","13"
"Pui O Beach","24/03/2015","632"
"Ma Wan Tung Wan Beach","24/03/2015","27"
"Butterfly Beach","24/03/2015","52"
"Tong Fuk Beach","24/03/2015","6"
"Cafeteria New Beach","24/03/2015","23"
"Upper Cheung Sha Beach","24/03/2015","6"
"Hung Shing Yeh Beach","24/03/2015","1"
"Silver Mine Bay Beach","24/03/2015","71"
"Golden Beach","24/03/2015","27"
"Cafeteria Old Beach","24/03/2015","30"
"Kadoorie Beach","24/03/2015","16"
"Castle Peak Beach","24/03/2015","140"
"Lower Cheung Sha Beach","24/03/2015","130"
"Hap Mun Bay Beach","25/03/2015","1"
"Kiu Tsui Beach","25/03/2015","55"
"Trio Beach ","25/03/2015","13"
"Kiu Tsui (New)","25/03/2015","96"
"Clear Water Bay First Beach","25/03/2015","38"
"Clear Water Bay Second Beach","25/03/2015","8"
"Silverstrand Beach","25/03/2015","48"
"Tai Po Lung Mei Beach","25/03/2015","1112"
"Approach Beach","26/03/2015","34"
"Ting Kau Beach","26/03/2015","27"
"Lido Beach","26/03/2015","14"
"Kwun Yam Beach","26/03/2015","10"
"Gemini Beaches","26/03/2015","47"
"Casam Beach","26/03/2015","6"
"Anglers' Beach ","26/03/2015","42"
"Cheung Chau Tung Wan Beach ","26/03/2015","67"
"Hoi Mei Wan Beach","26/03/2015","25"
"Discovery Bay","26/03/2015","12"
"Clear Water Bay Second Beach","29/03/2015","1"
"Hap Mun Bay Beach","29/03/2015","1"
"Kiu Tsui (New)","29/03/2015","2"
"Silverstrand Beach","29/03/2015","2"
"Clear Water Bay First Beach","29/03/2015","6"
"Kiu Tsui Beach","29/03/2015","1"
"Trio Beach ","29/03/2015","1"
"Tong Fuk Beach","30/03/2015","1"
"Kadoorie Beach","30/03/2015","2"
"Silver Mine Bay Beach","30/03/2015","2"
"Upper Cheung Sha Beach","30/03/2015","1"
"Pui O Beach","30/03/2015","2"
"Repulse Bay Beach","30/03/2015","18"
"Middle Bay Beach","30/03/2015","1"
"South Bay Beach","30/03/2015","1"
"Chung Hom Kok Beach","30/03/2015","1"
"Big Wave Bay Beach","30/03/2015","1"
"Shek O Beach","30/03/2015","57"
"Hairpin Beach","30/03/2015","2"
"Stanley Main Beach","30/03/2015","1"
"Ma Wan Tung Wan Beach","30/03/2015","2"
"Cafeteria New Beach","30/03/2015","3"
"Castle Peak Beach","30/03/2015","1"
"Butterfly Beach","30/03/2015","3"
"Golden Beach","30/03/2015","1"
"Cafeteria Old Beach","30/03/2015","3"
"St. Stephen's Beach","30/03/2015","1"
"Deep Water Bay Beach","30/03/2015","2"
"Rocky Bay Beach","30/03/2015","5"
"Turtle Cove Beach","30/03/2015","1"
"Lower Cheung Sha Beach","30/03/2015","1"
"Discovery Bay","01/04/2015","33"
"Tai Po Lung Mei Beach","01/04/2015","41"
"Lo So Shing Beach","01/04/2015","1"
"Hung Shing Yeh Beach","01/04/2015","1"
"Ting Kau Beach","07/04/2015","280"
"Lido Beach","07/04/2015","36"
"Approach Beach","07/04/2015","73"
"Kwun Yam Beach","07/04/2015","260"
"Casam Beach","07/04/2015","100"
"Cheung Chau Tung Wan Beach ","07/04/2015","410"
"Hoi Mei Wan Beach","07/04/2015","220"
"Gemini Beaches","07/04/2015","720"
"Anglers' Beach ","07/04/2015","373"
"Big Wave Bay Beach","08/04/2015","23"
"Silver Mine Bay Beach","08/04/2015","62"
"Middle Bay Beach","08/04/2015","12"
"St. Stephen's Beach","08/04/2015","41"
"Deep Water Bay Beach","08/04/2015","45"
"Stanley Main Beach","08/04/2015","595"
"Turtle Cove Beach","08/04/2015","2"
"Rocky Bay Beach","08/04/2015","2800"
"Chung Hom Kok Beach","08/04/2015","55"
"South Bay Beach","08/04/2015","17"
"Clear Water Bay First Beach","08/04/2015","750"
"Silverstrand Beach","08/04/2015","240"
"Pui O Beach","08/04/2015","332"
"Upper Cheung Sha Beach","08/04/2015","11"
"Clear Water Bay Second Beach","08/04/2015","21"
"Lower Cheung Sha Beach","08/04/2015","550"
"Hairpin Beach","08/04/2015","78"
"Shek O Beach","08/04/2015","224"
"Repulse Bay Beach","08/04/2015","170"
"Tong Fuk Beach","08/04/2015","11"
"Cafeteria New Beach","09/04/2015","18"
"Lo So Shing Beach","09/04/2015","7"
"Golden Beach","09/04/2015","34"
"Butterfly Beach","09/04/2015","32"
"Castle Peak Beach","09/04/2015","22"
"Cafeteria Old Beach","09/04/2015","80"
"Tai Po Lung Mei Beach","09/04/2015","271"
"Kiu Tsui Beach","09/04/2015","89"
"Ma Wan Tung Wan Beach","09/04/2015","130"
"Kadoorie Beach","09/04/2015","100"
"Trio Beach ","09/04/2015","32"
"Kiu Tsui (New)","09/04/2015","23"
"Hap Mun Bay Beach","09/04/2015","23"
"Discovery Bay","10/04/2015","15"
"Rocky Bay Beach","13/04/2015","1"
"Big Wave Bay Beach","13/04/2015","1"
"Deep Water Bay Beach","13/04/2015","3"
"St. Stephen's Beach","13/04/2015","7"
"South Bay Beach","13/04/2015","1"
"Hairpin Beach","13/04/2015","1"
"Repulse Bay Beach","13/04/2015","1"
"Hung Shing Yeh Beach","13/04/2015","1"
"Stanley Main Beach","13/04/2015","6"
"Chung Hom Kok Beach","13/04/2015","1"
"Shek O Beach","13/04/2015","10"
"Turtle Cove Beach","13/04/2015","1"
"Middle Bay Beach","13/04/2015","1"
"Ma Wan Tung Wan Beach","14/04/2015","1"
"Lido Beach","14/04/2015","4"
"Golden Beach","14/04/2015","140"
"Butterfly Beach","14/04/2015","9"
"Cafeteria Old Beach","14/04/2015","150"
"Anglers' Beach ","14/04/2015","8"
"Casam Beach","14/04/2015","3"
"Gemini Beaches","14/04/2015","7"
"Cafeteria New Beach","14/04/2015","180"
"Kadoorie Beach","14/04/2015","100"
"Ting Kau Beach","14/04/2015","176"
"Approach Beach","14/04/2015","161"
"Castle Peak Beach","14/04/2015","33"
"Hoi Mei Wan Beach","14/04/2015","1"
"Pui O Beach","15/04/2015","1"
"Hap Mun Bay Beach","15/04/2015","1"
"Kiu Tsui Beach","15/04/2015","1"
"Tong Fuk Beach","15/04/2015","14"
"Lower Cheung Sha Beach","15/04/2015","1"
"Trio Beach ","15/04/2015","1"
"Upper Cheung Sha Beach","15/04/2015","1"
"Clear Water Bay Second Beach","15/04/2015","10"
"Kiu Tsui (New)","15/04/2015","1"
"Silverstrand Beach","15/04/2015","3"
"Clear Water Bay First Beach","15/04/2015","4"
"Silver Mine Bay Beach","15/04/2015","1"
"Cheung Chau Tung Wan Beach ","16/04/2015","5"
"Lo So Shing Beach","16/04/2015","1"
"Kwun Yam Beach","16/04/2015","1"
"Tai Po Lung Mei Beach","17/04/2015","10"
"Clear Water Bay First Beach","20/04/2015","51"
"Hap Mun Bay Beach","20/04/2015","1"
"Kiu Tsui Beach","20/04/2015","4"
"Trio Beach ","20/04/2015","1"
"Cheung Chau Tung Wan Beach ","20/04/2015","6"
"Kiu Tsui (New)","20/04/2015","3"
"Silverstrand Beach","20/04/2015","16"
"Kwun Yam Beach","20/04/2015","2"
"Clear Water Bay Second Beach","20/04/2015","21"
"Anglers' Beach ","21/04/2015","110"
"Ting Kau Beach","21/04/2015","226"
"Chung Hom Kok Beach","21/04/2015","15"
"Hairpin Beach","21/04/2015","120"
"Repulse Bay Beach","21/04/2015","22"
"Rocky Bay Beach","21/04/2015","100"
"South Bay Beach","21/04/2015","11"
"Stanley Main Beach","21/04/2015","148"
"Casam Beach","21/04/2015","95"
"Hoi Mei Wan Beach","21/04/2015","10"
"Lido Beach","21/04/2015","220"
"Middle Bay Beach","21/04/2015","51"
"Turtle Cove Beach","21/04/2015","7"
"Approach Beach","21/04/2015","260"
"Gemini Beaches","21/04/2015","180"
"Deep Water Bay Beach","21/04/2015","10"
"St. Stephen's Beach","21/04/2015","21"
"Shek O Beach","21/04/2015","160"
"Big Wave Bay Beach","21/04/2015","16"
"Upper Cheung Sha Beach","22/04/2015","3"
"Silver Mine Bay Beach","22/04/2015","24"
"Golden Beach","22/04/2015","10"
"Lower Cheung Sha Beach","22/04/2015","10"
"Lo So Shing Beach","22/04/2015","2"
"Tong Fuk Beach","22/04/2015","13"
"Butterfly Beach","22/04/2015","52"
"Ma Wan Tung Wan Beach","22/04/2015","19"
"Cafeteria Old Beach","22/04/2015","2"
"Kadoorie Beach","22/04/2015","19"
"Castle Peak Beach","22/04/2015","150"
"Cafeteria New Beach","22/04/2015","6"
"Pui O Beach","22/04/2015","20"
"Tai Po Lung Mei Beach","23/04/2015","212"
"Hung Shing Yeh Beach","23/04/2015","1"
"Discovery Bay","23/04/2015","8"
"Silverstrand Beach","25/04/2015","4"
"Kiu Tsui (New)","25/04/2015","2"
"Trio Beach ","25/04/2015","3"
"Kiu Tsui Beach","25/04/2015","4"
"Clear Water Bay Second Beach","25/04/2015","3"
"Hap Mun Bay Beach","25/04/2015","1"
"Clear Water Bay First Beach","25/04/2015","2"
"Kwun Yam Beach","26/04/2015","10"
"Upper Cheung Sha Beach","26/04/2015","1"
"Pui O Beach","26/04/2015","7"
"Lower Cheung Sha Beach","26/04/2015","6"
"Cheung Chau Tung Wan Beach ","26/04/2015","2"
"Tong Fuk Beach","26/04/2015","3"
"Silver Mine Bay Beach","26/04/2015","87"
"Shek O Beach","27/04/2015","1"
"Deep Water Bay Beach","27/04/2015","2"
"Castle Peak Beach","27/04/2015","1"
"Turtle Cove Beach","27/04/2015","4"
"Hairpin Beach","27/04/2015","1"
"Ma Wan Tung Wan Beach","27/04/2015","1"
"Cafeteria New Beach","27/04/2015","1"
"Kadoorie Beach","27/04/2015","2"
"Butterfly Beach","27/04/2015","20"
"Repulse Bay Beach","27/04/2015","65"
"Middle Bay Beach","27/04/2015","5"
"St. Stephen's Beach","27/04/2015","1"
"Chung Hom Kok Beach","27/04/2015","1"
"Stanley Main Beach","27/04/2015","4"
"Rocky Bay Beach","27/04/2015","1"
"South Bay Beach","27/04/2015","3"
"Big Wave Bay Beach","27/04/2015","2"
"Golden Beach","27/04/2015","1"
"Cafeteria Old Beach","27/04/2015","1"
"Discovery Bay","28/04/2015","21"
"Lo So Shing Beach","28/04/2015","1"
"Casam Beach","28/04/2015","8"
"Hoi Mei Wan Beach","28/04/2015","11"
"Lido Beach","28/04/2015","23"
"Approach Beach","28/04/2015","20"
"Gemini Beaches","28/04/2015","6"
"Anglers' Beach ","28/04/2015","8"
"Ting Kau Beach","28/04/2015","12"
"Hung Shing Yeh Beach","28/04/2015","1"
"Tai Po Lung Mei Beach","29/04/2015","3"
"Big Wave Bay Beach","04/05/2015","5"
"Hairpin Beach","04/05/2015","1"
"Stanley Main Beach","04/05/2015","3"
"Lo So Shing Beach","04/05/2015","1"
"Chung Hom Kok Beach","04/05/2015","8"
"Rocky Bay Beach","04/05/2015","1"
"Middle Bay Beach","04/05/2015","3"
"St. Stephen's Beach","04/05/2015","4"
"Turtle Cove Beach","04/05/2015","5"
"Repulse Bay Beach","04/05/2015","3"
"Deep Water Bay Beach","04/05/2015","2"
"Shek O Beach","04/05/2015","17"
"South Bay Beach","04/05/2015","6"
"Ting Kau Beach","05/05/2015","49"
"Cafeteria Old Beach","05/05/2015","14"
"Cheung Chau Tung Wan Beach ","05/05/2015","44"
"Cafeteria New Beach","05/05/2015","40"
"Kwun Yam Beach","05/05/2015","27"
"Approach Beach","05/05/2015","121"
"Casam Beach","05/05/2015","43"
"Hoi Mei Wan Beach","05/05/2015","830"
"Ma Wan Tung Wan Beach","05/05/2015","240"
"Butterfly Beach","05/05/2015","43"
"Castle Peak Beach","05/05/2015","49"
"Kadoorie Beach","05/05/2015","48"
"Anglers' Beach ","05/05/2015","154"
"Gemini Beaches","05/05/2015","86"
"Lido Beach","05/05/2015","65"
"Golden Beach","05/05/2015","36"
"Upper Cheung Sha Beach","06/05/2015","15"
"Pui O Beach","06/05/2015","101"
"Hap Mun Bay Beach","06/05/2015","9"
"Kiu Tsui (New)","06/05/2015","65"
"Lower Cheung Sha Beach","06/05/2015","280"
"Trio Beach ","06/05/2015","160"
"Kiu Tsui Beach","06/05/2015","960"
"Silverstrand Beach","06/05/2015","81"
"Clear Water Bay Second Beach","06/05/2015","12"
"Tong Fuk Beach","06/05/2015","26"
"Clear Water Bay First Beach","06/05/2015","22"
"Silver Mine Bay Beach","06/05/2015","80"
"Hung Shing Yeh Beach","07/05/2015","12"
"Discovery Bay","07/05/2015","26"
"Tai Po Lung Mei Beach","07/05/2015","178"
"Castle Peak Beach","09/05/2015","20"
"Golden Beach","09/05/2015","40"
"Butterfly Beach","09/05/2015","260"
"Lo So Shing Beach","09/05/2015","1"
"Cafeteria Old Beach","09/05/2015","45"
"Kadoorie Beach","09/05/2015","56"
"Ma Wan Tung Wan Beach","09/05/2015","59"
"Cafeteria New Beach","09/05/2015","43"
"Hoi Mei Wan Beach","10/05/2015","620"
"Hung Shing Yeh Beach","10/05/2015","34"
"Anglers' Beach ","10/05/2015","613"
"Ting Kau Beach","10/05/2015","902"
"Lido Beach","10/05/2015","290"
"Approach Beach","10/05/2015","800"
"Gemini Beaches","10/05/2015","570"
"Casam Beach","10/05/2015","510"
"Shek O Beach","11/05/2015","38"
"Turtle Cove Beach","11/05/2015","20"
"Stanley Main Beach","11/05/2015","79"
"Middle Bay Beach","11/05/2015","32"
"St. Stephen's Beach","11/05/2015","8"
"Rocky Bay Beach","11/05/2015","530"
"Big Wave Bay Beach","11/05/2015","27"
"Hairpin Beach","11/05/2015","31"
"Repulse Bay Beach","11/05/2015","70"
"South Bay Beach","11/05/2015","7"
"Deep Water Bay Beach","11/05/2015","4"
"Chung Hom Kok Beach","11/05/2015","15"
"Clear Water Bay First Beach","12/05/2015","9"
"Tong Fuk Beach","12/05/2015","3"
"Pui O Beach","12/05/2015","26"
"Kiu Tsui Beach","12/05/2015","2"
"Upper Cheung Sha Beach","12/05/2015","5"
"Clear Water Bay Second Beach","12/05/2015","14"
"Kiu Tsui (New)","12/05/2015","1"
"Silverstrand Beach","12/05/2015","49"
"Lower Cheung Sha Beach","12/05/2015","57"
"Silver Mine Bay Beach","12/05/2015","73"
"Trio Beach ","12/05/2015","5"
"Hap Mun Bay Beach","12/05/2015","6"
"Kwun Yam Beach","13/05/2015","1"
"Cheung Chau Tung Wan Beach ","13/05/2015","3"
"Lo So Shing Beach","13/05/2015","12"
"Discovery Bay","14/05/2015","11"
"Tai Po Lung Mei Beach","15/05/2015","12"
"Rocky Bay Beach","18/05/2015","350"
"South Bay Beach","18/05/2015","420"
"Deep Water Bay Beach","18/05/2015","224"
"Middle Bay Beach","18/05/2015","1100"
"Turtle Cove Beach","18/05/2015","360"
"Kwun Yam Beach","18/05/2015","150"
"Stanley Main Beach","18/05/2015","18"
"Big Wave Bay Beach","18/05/2015","260"
"Chung Hom Kok Beach","18/05/2015","14"
"Hairpin Beach","18/05/2015","58"
"Repulse Bay Beach","18/05/2015","37"
"Shek O Beach","18/05/2015","260"
"St. Stephen's Beach","18/05/2015","28"
"Cheung Chau Tung Wan Beach ","18/05/2015","14"
"Ting Kau Beach","19/05/2015","10953"
"Castle Peak Beach","19/05/2015","150"
"Anglers' Beach ","19/05/2015","792"
"Lido Beach","19/05/2015","350"
"Butterfly Beach","19/05/2015","200"
"Approach Beach","19/05/2015","1857"
"Gemini Beaches","19/05/2015","310"
"Hung Shing Yeh Beach","19/05/2015","11"
"Casam Beach","19/05/2015","1300"
"Hoi Mei Wan Beach","19/05/2015","570"
"Ma Wan Tung Wan Beach","19/05/2015","640"
